cleaned_review,sentiment,sentiment_category,tokenized_review
embarrassing word attached airline service substandard every way possible exception food couple stand staff accept delays technical problems happen handled opinion responsible left everyone plane hours midnight disembarked saying hotels available staff unload luggage plane inevitable people young children elderly left fend several times mentioned dont worry duty care really none singapore london wifi enabled cram business class seats across width comfort service reflect price well leading airlines avoid cost,0.09,positive,"['embarrassing', 'word', 'attached', 'airline', 'service', 'substandard', 'every', 'way', 'possible', 'exception', 'food', 'couple', 'stand', 'staff', 'accept', 'delays', 'technical', 'problems', 'happen', 'handled', 'opinion', 'responsible', 'left', 'everyone', 'plane', 'hours', 'midnight', 'disembarked', 'saying', 'hotels', 'available', 'staff', 'unload', 'luggage', 'plane', 'inevitable', 'people', 'young', 'children', 'elderly', 'left', 'fend', 'several', 'times', 'mentioned', 'dont', 'worry', 'duty', 'care', 'really', 'none', 'singapore', 'london', 'wifi', 'enabled', 'cram', 'business', 'class', 'seats', 'across', 'width', 'comfort', 'service', 'reflect', 'price', 'well', 'leading', 'airlines', 'avoid', 'cost']"
cancelled due bad weather contacted email immediately provided alternative booking well link suggestion different wasnt convenient clicked link assisted promptly service rep rebooked sent details within minutes great customer service bawell done,-0.00625,negative,"['cancelled', 'due', 'bad', 'weather', 'contacted', 'email', 'immediately', 'provided', 'alternative', 'booking', 'well', 'link', 'suggestion', 'different', 'wasnt', 'convenient', 'clicked', 'link', 'assisted', 'promptly', 'service', 'rep', 'rebooked', 'sent', 'details', 'within', 'minutes', 'great', 'customer', 'service', 'bawell', 'done']"
airways oversold lhr lax booked months advance paid full actually paid extra fly airbus tried check online day got unknown system error couldnt check arrived lhr hours early none kiosks worked manual check understaffed staff unhelpful insane queue times lots frustrated passengers line denied boarding gate oversold explanations apologies constantly ignored staff dont patience listen situation helpful finally gate manager books alternate paris cdg supposedly connect air france get cdg told air france full idea manager bumped af thats also full thats insult injury bumped twice went desk cdg help told us call couldnt even provide phone number told us look online top luggage lost somewhere af paris cdg im american citizen speak perfect english feel completely humiliated treated like second class citizen multiple staff whole ordeal mostly ignore bounce one counter another without even trying listen problem zero accountability never ever fly absolute worst travel experience life,0.098,positive,"['airways', 'oversold', 'lhr', 'lax', 'booked', 'months', 'advance', 'paid', 'full', 'actually', 'paid', 'extra', 'fly', 'airbus', 'tried', 'check', 'online', 'day', 'got', 'unknown', 'system', 'error', 'couldnt', 'check', 'arrived', 'lhr', 'hours', 'early', 'none', 'kiosks', 'worked', 'manual', 'check', 'understaffed', 'staff', 'unhelpful', 'insane', 'queue', 'times', 'lots', 'frustrated', 'passengers', 'line', 'denied', 'boarding', 'gate', 'oversold', 'explanations', 'apologies', 'constantly', 'ignored', 'staff', 'dont', 'patience', 'listen', 'situation', 'helpful', 'finally', 'gate', 'manager', 'books', 'alternate', 'paris', 'cdg', 'supposedly', 'connect', 'air', 'france', 'get', 'cdg', 'told', 'air', 'france', 'full', 'idea', 'manager', 'bumped', 'af', 'thats', 'also', 'full', 'thats', 'insult', 'injury', 'bumped', 'twice', 'went', 'desk', 'cdg', 'help', 'told', 'us', 'call', 'couldnt', 'even', 'provide', 'phone', 'number', 'told', 'us', 'look', 'online', 'top', 'luggage', 'lost', 'somewhere', 'af', 'paris', 'cdg', 'im', 'american', 'citizen', 'speak', 'perfect', 'english', 'feel', 'completely', 'humiliated', 'treated', 'like', 'second', 'class', 'citizen', 'multiple', 'staff', 'whole', 'ordeal', 'mostly', 'ignore', 'bounce', 'one', 'counter', 'another', 'without', 'even', 'trying', 'listen', 'problem', 'zero', 'accountability', 'never', 'ever', 'fly', 'absolute', 'worst', 'travel', 'experience', 'life']"
travelled london doha july th physically check business ongoing connection doha code share qatar paid qatar paid seat online could sit like sit got check discovered reseated elsewhere cabin told policy basically shut discovered recognise qatar frequent flyer rules despite sharing avios points im gold card holder qatar affords extra kilos baggage tried tell pay arguing eventually accepted lounge packed staff less helpful tried get answers seat reassignment told would get money back chance dont even try boarded bus journey took minutes get terminal aircraft guessing another terminal took long get board us terminal rather drag us airport finally got onto plane staff friendly wonder ranked th realise privilege allowed step onto departed minutes late many travellers connections meant either going miss connection would manage make connection luggage wouldnt would crew help board figure connection eventually came tell haughty attitude landing minutes earlier give full minutes make connection landing early mean getting gate earlier usually takes least minutes landing gate another jetway attached lucky sitting near door straight minutes disembark want helpful dont say stupid things people frequent travellers turned sitting near door run plane qatar assist run gates way c gates make connection short distance year old luggage make many others fortunate didnt make connections put page entertainment connections going provide information public information look line aircraft access wifi satellite communication fail understand information captured displayed complained got wishy washy email number excuses mention seat refund got paltry voucher im supposed use another kidding sure want experience however recently discovered frequently travelled destinations really serviced want fly reasonable hour day go europe avoid expensive consider one worst airlines ever flown getting worse minute fly absolutely good luck,0.037599206,positive,"['travelled', 'london', 'doha', 'july', 'th', 'physically', 'check', 'business', 'ongoing', 'connection', 'doha', 'code', 'share', 'qatar', 'paid', 'qatar', 'paid', 'seat', 'online', 'could', 'sit', 'like', 'sit', 'got', 'check', 'discovered', 'reseated', 'elsewhere', 'cabin', 'told', 'policy', 'basically', 'shut', 'discovered', 'recognise', 'qatar', 'frequent', 'flyer', 'rules', 'despite', 'sharing', 'avios', 'points', 'im', 'gold', 'card', 'holder', 'qatar', 'affords', 'extra', 'kilos', 'baggage', 'tried', 'tell', 'pay', 'arguing', 'eventually', 'accepted', 'lounge', 'packed', 'staff', 'less', 'helpful', 'tried', 'get', 'answers', 'seat', 'reassignment', 'told', 'would', 'get', 'money', 'back', 'chance', 'dont', 'even', 'try', 'boarded', 'bus', 'journey', 'took', 'minutes', 'get', 'terminal', 'aircraft', 'guessing', 'another', 'terminal', 'took', 'long', 'get', 'board', 'us', 'terminal', 'rather', 'drag', 'us', 'airport', 'finally', 'got', 'onto', 'plane', 'staff', 'friendly', 'wonder', 'ranked', 'th', 'realise', 'privilege', 'allowed', 'step', 'onto', 'departed', 'minutes', 'late', 'many', 'travellers', 'connections', 'meant', 'either', 'going', 'miss', 'connection', 'would', 'manage', 'make', 'connection', 'luggage', 'wouldnt', 'would', 'crew', 'help', 'board', 'figure', 'connection', 'eventually', 'came', 'tell', 'haughty', 'attitude', 'landing', 'minutes', 'earlier', 'give', 'full', 'minutes', 'make', 'connection', 'landing', 'early', 'mean', 'getting', 'gate', 'earlier', 'usually', 'takes', 'least', 'minutes', 'landing', 'gate', 'another', 'jetway', 'attached', 'lucky', 'sitting', 'near', 'door', 'straight', 'minutes', 'disembark', 'want', 'helpful', 'dont', 'say', 'stupid', 'things', 'people', 'frequent', 'travellers', 'turned', 'sitting', 'near', 'door', 'run', 'plane', 'qatar', 'assist', 'run', 'gates', 'way', 'c', 'gates', 'make', 'connection', 'short', 'distance', 'year', 'old', 'luggage', 'make', 'many', 'others', 'fortunate', 'didnt', 'make', 'connections', 'put', 'page', 'entertainment', 'connections', 'going', 'provide', 'information', 'public', 'information', 'look', 'line', 'aircraft', 'access', 'wifi', 'satellite', 'communication', 'fail', 'understand', 'information', 'captured', 'displayed', 'complained', 'got', 'wishy', 'washy', 'email', 'number', 'excuses', 'mention', 'seat', 'refund', 'got', 'paltry', 'voucher', 'im', 'supposed', 'use', 'another', 'kidding', 'sure', 'want', 'experience', 'however', 'recently', 'discovered', 'frequently', 'travelled', 'destinations', 'really', 'serviced', 'want', 'fly', 'reasonable', 'hour', 'day', 'go', 'europe', 'avoid', 'expensive', 'consider', 'one', 'worst', 'airlines', 'ever', 'flown', 'getting', 'worse', 'minute', 'fly', 'absolutely', 'good', 'luck']"
dropping luggage luggage drop toulouse airport travel pram confiscated forced take sleeping year old arms traveling alone told staff outsourced airways check passengers yoyo prams accepted board corrected yoyo type prams contested told yoyo prams would allowed insisted keep sleeping yearold pram would permitted board london happened families forced go oversized baggage area airport clarify pram silver cross jet stroller pushchair specifically purchased conform airways specifications required carry toddler mins security another mins waiting board plane allowed early boarding moved seat stand side staff options sit heathrow required carry toddler approx mins go passport check luggage claim mentioned previously traveling alone child support despite purchasing expensive pram fit requirements coming airport prepared pram im sure agree unacceptable illegal force passengers purchase specific brand products order able keep child travel pram addition plane installed kids fly safe cares child airplane safety harness son cabin crew proceeded tell allowed go website show incorrect fact within rights landing crew gall tell put harness son mandatory asked mandatory bring harness airways discriminatory airline parents traveling children needs change advice dont treat mom traveling alone sleeping toddler like rubbish dont confiscate travel pram within regulation forcing worst travel experience possible,0.008333333,positive,"['dropping', 'luggage', 'luggage', 'drop', 'toulouse', 'airport', 'travel', 'pram', 'confiscated', 'forced', 'take', 'sleeping', 'year', 'old', 'arms', 'traveling', 'alone', 'told', 'staff', 'outsourced', 'airways', 'check', 'passengers', 'yoyo', 'prams', 'accepted', 'board', 'corrected', 'yoyo', 'type', 'prams', 'contested', 'told', 'yoyo', 'prams', 'would', 'allowed', 'insisted', 'keep', 'sleeping', 'yearold', 'pram', 'would', 'permitted', 'board', 'london', 'happened', 'families', 'forced', 'go', 'oversized', 'baggage', 'area', 'airport', 'clarify', 'pram', 'silver', 'cross', 'jet', 'stroller', 'pushchair', 'specifically', 'purchased', 'conform', 'airways', 'specifications', 'required', 'carry', 'toddler', 'mins', 'security', 'another', 'mins', 'waiting', 'board', 'plane', 'allowed', 'early', 'boarding', 'moved', 'seat', 'stand', 'side', 'staff', 'options', 'sit', 'heathrow', 'required', 'carry', 'toddler', 'approx', 'mins', 'go', 'passport', 'check', 'luggage', 'claim', 'mentioned', 'previously', 'traveling', 'alone', 'child', 'support', 'despite', 'purchasing', 'expensive', 'pram', 'fit', 'requirements', 'coming', 'airport', 'prepared', 'pram', 'im', 'sure', 'agree', 'unacceptable', 'illegal', 'force', 'passengers', 'purchase', 'specific', 'brand', 'products', 'order', 'able', 'keep', 'child', 'travel', 'pram', 'addition', 'plane', 'installed', 'kids', 'fly', 'safe', 'cares', 'child', 'airplane', 'safety', 'harness', 'son', 'cabin', 'crew', 'proceeded', 'tell', 'allowed', 'go', 'website', 'show', 'incorrect', 'fact', 'within', 'rights', 'landing', 'crew', 'gall', 'tell', 'put', 'harness', 'son', 'mandatory', 'asked', 'mandatory', 'bring', 'harness', 'airways', 'discriminatory', 'airline', 'parents', 'traveling', 'children', 'needs', 'change', 'advice', 'dont', 'treat', 'mom', 'traveling', 'alone', 'sleeping', 'toddler', 'like', 'rubbish', 'dont', 'confiscate', 'travel', 'pram', 'within', 'regulation', 'forcing', 'worst', 'travel', 'experience', 'possible']"
cant fly first class dont fly airways uncomfortable seats cant even get seat person front seat reclined doesnt need recline seat cant pick anything floor cant bend touch floor isnt enough space long legs dont think going comfortable soon person front puts chair back knees crushed terrible food terrible plane terrible airhostesses terrible unfortunately fly back home,-0.106666667,negative,"['cant', 'fly', 'first', 'class', 'dont', 'fly', 'airways', 'uncomfortable', 'seats', 'cant', 'even', 'get', 'seat', 'person', 'front', 'seat', 'reclined', 'doesnt', 'need', 'recline', 'seat', 'cant', 'pick', 'anything', 'floor', 'cant', 'bend', 'touch', 'floor', 'isnt', 'enough', 'space', 'long', 'legs', 'dont', 'think', 'going', 'comfortable', 'soon', 'person', 'front', 'puts', 'chair', 'back', 'knees', 'crushed', 'terrible', 'food', 'terrible', 'plane', 'terrible', 'airhostesses', 'terrible', 'unfortunately', 'fly', 'back', 'home']"
singapore heathrow business class premium economy plus experience economy class sized toilets badly designed coffin shaped business class pods experience substandard business class experience business class pods storage small drawer foot pod privacy screens opaque plastic sheets kept awake neighbour screen lights pod seat made coffin shaped bed cold hard plastic seat moulds unpleasant surprise turn sleep choice neighbour step calfheight footrest hopefully brushing feet step neighbours feetfootrest footrest heavenforbid try lever comfortable position slightest pressure causes footrest collapse floor level position aisle seat open aisle kiss goodbye privacy view passengers crew lean serve neighbour food talk neighbour privacy screen,-0.298809524,negative,"['singapore', 'heathrow', 'business', 'class', 'premium', 'economy', 'plus', 'experience', 'economy', 'class', 'sized', 'toilets', 'badly', 'designed', 'coffin', 'shaped', 'business', 'class', 'pods', 'experience', 'substandard', 'business', 'class', 'experience', 'business', 'class', 'pods', 'storage', 'small', 'drawer', 'foot', 'pod', 'privacy', 'screens', 'opaque', 'plastic', 'sheets', 'kept', 'awake', 'neighbour', 'screen', 'lights', 'pod', 'seat', 'made', 'coffin', 'shaped', 'bed', 'cold', 'hard', 'plastic', 'seat', 'moulds', 'unpleasant', 'surprise', 'turn', 'sleep', 'choice', 'neighbour', 'step', 'calfheight', 'footrest', 'hopefully', 'brushing', 'feet', 'step', 'neighbours', 'feetfootrest', 'footrest', 'heavenforbid', 'try', 'lever', 'comfortable', 'position', 'slightest', 'pressure', 'causes', 'footrest', 'collapse', 'floor', 'level', 'position', 'aisle', 'seat', 'open', 'aisle', 'kiss', 'goodbye', 'privacy', 'view', 'passengers', 'crew', 'lean', 'serve', 'neighbour', 'food', 'talk', 'neighbour', 'privacy', 'screen']"
reported damagedruined suitcase weeks ago im still awaiting reply ill think twice booking customer service shocking say least ive followed airways least emails per week requesting update joy far,-0.2,negative,"['reported', 'damagedruined', 'suitcase', 'weeks', 'ago', 'im', 'still', 'awaiting', 'reply', 'ill', 'think', 'twice', 'booking', 'customer', 'service', 'shocking', 'say', 'least', 'ive', 'followed', 'airways', 'least', 'emails', 'per', 'week', 'requesting', 'update', 'joy', 'far']"
march st flew berlin paulo encountered several issues first delayed several hours causing miss connection london heathrow upon arriving airport midnight given hotel voucher however hotel designated rudely denied checkin claiming fully booked return heathrow found different hotel paying taxi pocket result complications arrived paulo hours late despite efforts assert rights seek reimbursement taxi bas customer service extremely poor phone lines nonfunctional emails answered automatically appropriate channels requests responsive since first week march experience left extremely disappointed especially considering high standard service associated,-0.042142857,negative,"['march', 'st', 'flew', 'berlin', 'paulo', 'encountered', 'several', 'issues', 'first', 'delayed', 'several', 'hours', 'causing', 'miss', 'connection', 'london', 'heathrow', 'upon', 'arriving', 'airport', 'midnight', 'given', 'hotel', 'voucher', 'however', 'hotel', 'designated', 'rudely', 'denied', 'checkin', 'claiming', 'fully', 'booked', 'return', 'heathrow', 'found', 'different', 'hotel', 'paying', 'taxi', 'pocket', 'result', 'complications', 'arrived', 'paulo', 'hours', 'late', 'despite', 'efforts', 'assert', 'rights', 'seek', 'reimbursement', 'taxi', 'bas', 'customer', 'service', 'extremely', 'poor', 'phone', 'lines', 'nonfunctional', 'emails', 'answered', 'automatically', 'appropriate', 'channels', 'requests', 'responsive', 'since', 'first', 'week', 'march', 'experience', 'left', 'extremely', 'disappointed', 'especially', 'considering', 'high', 'standard', 'service', 'associated']"
worst customer experience airways effectively robbing people help show compassion partner fell ill doctors note stating couldnt fly said theyd hold amount voucher valid year fair enough caveat stated us must call usable holiday packages however using voucher nightmare cant use tickets original longhaul refuse refund half amount bas customer service awful rude effectively stealing us policy must stop feel held hostage solution,0.009848485,positive,"['worst', 'customer', 'experience', 'airways', 'effectively', 'robbing', 'people', 'help', 'show', 'compassion', 'partner', 'fell', 'ill', 'doctors', 'note', 'stating', 'couldnt', 'fly', 'said', 'theyd', 'hold', 'amount', 'voucher', 'valid', 'year', 'fair', 'enough', 'caveat', 'stated', 'us', 'must', 'call', 'usable', 'holiday', 'packages', 'however', 'using', 'voucher', 'nightmare', 'cant', 'use', 'tickets', 'original', 'longhaul', 'refuse', 'refund', 'half', 'amount', 'bas', 'customer', 'service', 'awful', 'rude', 'effectively', 'stealing', 'us', 'policy', 'must', 'stop', 'feel', 'held', 'hostage', 'solution']"
cancel months advance due change schedule flying american airlines airways selected seats attempted get refund selected seats aa refunded issue refused despite companies similar policies avoid fly anyone else customer service joke taking weeks respond email giving justification told phone,0.16875,positive,"['cancel', 'months', 'advance', 'due', 'change', 'schedule', 'flying', 'american', 'airlines', 'airways', 'selected', 'seats', 'attempted', 'get', 'refund', 'selected', 'seats', 'aa', 'refunded', 'issue', 'refused', 'despite', 'companies', 'similar', 'policies', 'avoid', 'fly', 'anyone', 'else', 'customer', 'service', 'joke', 'taking', 'weeks', 'respond', 'email', 'giving', 'justification', 'told', 'phone']"
cancelled reason given less h departure earliest offered replacement terrible use app days later unacceptable phone lines work would reject call due overwhelmed even submitting claim website frustrating due terrible interface overall terrible company wholly inadequate customer service,-0.424074074,negative,"['cancelled', 'reason', 'given', 'less', 'h', 'departure', 'earliest', 'offered', 'replacement', 'terrible', 'use', 'app', 'days', 'later', 'unacceptable', 'phone', 'lines', 'work', 'would', 'reject', 'call', 'due', 'overwhelmed', 'even', 'submitting', 'claim', 'website', 'frustrating', 'due', 'terrible', 'interface', 'overall', 'terrible', 'company', 'wholly', 'inadequate', 'customer', 'service']"
route fly regularly used first class security lounge good lounge surprisingly busy great see werent departing dreaded bus gate time boarded ready go time six passengers show minute delay offload bags depart longer actual better process fast tracking hence finally arrived paris mins late plus side cabin crew great even personal welcome inflight manager happens less less days,0.265686275,positive,"['route', 'fly', 'regularly', 'used', 'first', 'class', 'security', 'lounge', 'good', 'lounge', 'surprisingly', 'busy', 'great', 'see', 'werent', 'departing', 'dreaded', 'bus', 'gate', 'time', 'boarded', 'ready', 'go', 'time', 'six', 'passengers', 'show', 'minute', 'delay', 'offload', 'bags', 'depart', 'longer', 'actual', 'better', 'process', 'fast', 'tracking', 'hence', 'finally', 'arrived', 'paris', 'mins', 'late', 'plus', 'side', 'cabin', 'crew', 'great', 'even', 'personal', 'welcome', 'inflight', 'manager', 'happens', 'less', 'less', 'days']"
may made positive improvements club world product world traveler product catering leaves much desired first meal service slow hours serve meal portions incredibly small chicken dish contained maybe pieces chicken pieces broccoli piece unknown food small snacks available real let snack landing vancouver bizarre tasting chicken pastry wrap didnt much chicken taste like pastry sweet mushy salty seats although exactly spacious tolerable although aisles narrow cabin crew passengers frequently bumped walking aisles cabin crew generally responsive passengers request twice came aisles drinks however poor level catering made frustrating certainly recommend,-0.075383707,negative,"['may', 'made', 'positive', 'improvements', 'club', 'world', 'product', 'world', 'traveler', 'product', 'catering', 'leaves', 'much', 'desired', 'first', 'meal', 'service', 'slow', 'hours', 'serve', 'meal', 'portions', 'incredibly', 'small', 'chicken', 'dish', 'contained', 'maybe', 'pieces', 'chicken', 'pieces', 'broccoli', 'piece', 'unknown', 'food', 'small', 'snacks', 'available', 'real', 'let', 'snack', 'landing', 'vancouver', 'bizarre', 'tasting', 'chicken', 'pastry', 'wrap', 'didnt', 'much', 'chicken', 'taste', 'like', 'pastry', 'sweet', 'mushy', 'salty', 'seats', 'although', 'exactly', 'spacious', 'tolerable', 'although', 'aisles', 'narrow', 'cabin', 'crew', 'passengers', 'frequently', 'bumped', 'walking', 'aisles', 'cabin', 'crew', 'generally', 'responsive', 'passengers', 'request', 'twice', 'came', 'aisles', 'drinks', 'however', 'poor', 'level', 'catering', 'made', 'frustrating', 'certainly', 'recommend']"
airways new club suite marked improvement older club world seats new club suite offers fair amount privacy especially screen door closed includes direct aisle access fully reclined seat converts fairly spacious bed although found surface side bit hard uncomfortable sleep catering board fairly good tasty appetizers main course generally well cooked although cabin crew slow meal service took almost hours departure vancouver meal service completed prior arrival light breakfast served contained croissant small egg bacon sandwich mango puree bas catering generally good unfortunately upon arrival heathrow passengers wait minutes checked baggage arrive explanation given single member ground staff came assist passengers provide information checked baggage would arrive frustrating end otherwise fairly enjoyable club world left poor last impression,0.068257977,positive,"['airways', 'new', 'club', 'suite', 'marked', 'improvement', 'older', 'club', 'world', 'seats', 'new', 'club', 'suite', 'offers', 'fair', 'amount', 'privacy', 'especially', 'screen', 'door', 'closed', 'includes', 'direct', 'aisle', 'access', 'fully', 'reclined', 'seat', 'converts', 'fairly', 'spacious', 'bed', 'although', 'found', 'surface', 'side', 'bit', 'hard', 'uncomfortable', 'sleep', 'catering', 'board', 'fairly', 'good', 'tasty', 'appetizers', 'main', 'course', 'generally', 'well', 'cooked', 'although', 'cabin', 'crew', 'slow', 'meal', 'service', 'took', 'almost', 'hours', 'departure', 'vancouver', 'meal', 'service', 'completed', 'prior', 'arrival', 'light', 'breakfast', 'served', 'contained', 'croissant', 'small', 'egg', 'bacon', 'sandwich', 'mango', 'puree', 'bas', 'catering', 'generally', 'good', 'unfortunately', 'upon', 'arrival', 'heathrow', 'passengers', 'wait', 'minutes', 'checked', 'baggage', 'arrive', 'explanation', 'given', 'single', 'member', 'ground', 'staff', 'came', 'assist', 'passengers', 'provide', 'information', 'checked', 'baggage', 'would', 'arrive', 'frustrating', 'end', 'otherwise', 'fairly', 'enjoyable', 'club', 'world', 'left', 'poor', 'last', 'impression']"
four pleasant time flights friendly helpful staff guy lhrsfo leg exceptional regret forgotten name negative food sfolhr leg advertised filet steak akin stewing steak inedible sadly occasion food usuk flights sub standard otherwise happy recommend,0.253571429,positive,"['four', 'pleasant', 'time', 'flights', 'friendly', 'helpful', 'staff', 'guy', 'lhrsfo', 'leg', 'exceptional', 'regret', 'forgotten', 'name', 'negative', 'food', 'sfolhr', 'leg', 'advertised', 'filet', 'steak', 'akin', 'stewing', 'steak', 'inedible', 'sadly', 'occasion', 'food', 'usuk', 'flights', 'sub', 'standard', 'otherwise', 'happy', 'recommend']"
travel extensively years tend use regular trips possible recent years overall good service however recently experienced delays operational issues cancellations poor checkin experiences etc last two recent trips one zurich another iceland cancelled return hour prior scheduled departure time despite showing time problems reported returned iceland experience one worst ever cancelled due operational reasons made matters worse occasion quite early went bed around pm night checked showed time issues reported went sleep fairly rest assured would fine woke discovered cancelled without warning left virtually return options day soon got worse earliest option offered days later opted choose tuesday left option hadnt acted quickly tuesday availability sure sell leaving us return option wednesday onwards experienced problem zurich back december lucky occasion offered several flights back day zurich wasnt case iceland left right predicament hotel availability iceland limited non existent given short notice cancelled hotel fully booked hire car returned airport logistical point view complete nightmare rebook another hire car find alternative hotels decided search indirect flights online get us back uk sooner another airline good half hour searching came across indirect gatwick norwegian air went via oslo total journey time hours ideal car heathrow assessing options virtually none guarantees tuesday would also proceeded time checking norwegian air flights time looked promising decided get booked additional expense stayed iceland would also incurred additional cost fight back insurance company priority return home asap important work personal commitments monday return asap eventually flew back fine norwegian air service received far superior boarding process slick flights compared complete shambles norwegian air offered full food trolley service soft drinks teas also range alcoholic drinks compare water snack bar flights time eventually landed gatwick shortly expected arrival time got back late home book hire car gatwick morning contacted cancel alternative tuesday,0.096079639,positive,"['travel', 'extensively', 'years', 'tend', 'use', 'regular', 'trips', 'possible', 'recent', 'years', 'overall', 'good', 'service', 'however', 'recently', 'experienced', 'delays', 'operational', 'issues', 'cancellations', 'poor', 'checkin', 'experiences', 'etc', 'last', 'two', 'recent', 'trips', 'one', 'zurich', 'another', 'iceland', 'cancelled', 'return', 'hour', 'prior', 'scheduled', 'departure', 'time', 'despite', 'showing', 'time', 'problems', 'reported', 'returned', 'iceland', 'experience', 'one', 'worst', 'ever', 'cancelled', 'due', 'operational', 'reasons', 'made', 'matters', 'worse', 'occasion', 'quite', 'early', 'went', 'bed', 'around', 'pm', 'night', 'checked', 'showed', 'time', 'issues', 'reported', 'went', 'sleep', 'fairly', 'rest', 'assured', 'would', 'fine', 'woke', 'discovered', 'cancelled', 'without', 'warning', 'left', 'virtually', 'return', 'options', 'day', 'soon', 'got', 'worse', 'earliest', 'option', 'offered', 'days', 'later', 'opted', 'choose', 'tuesday', 'left', 'option', 'hadnt', 'acted', 'quickly', 'tuesday', 'availability', 'sure', 'sell', 'leaving', 'us', 'return', 'option', 'wednesday', 'onwards', 'experienced', 'problem', 'zurich', 'back', 'december', 'lucky', 'occasion', 'offered', 'several', 'flights', 'back', 'day', 'zurich', 'wasnt', 'case', 'iceland', 'left', 'right', 'predicament', 'hotel', 'availability', 'iceland', 'limited', 'non', 'existent', 'given', 'short', 'notice', 'cancelled', 'hotel', 'fully', 'booked', 'hire', 'car', 'returned', 'airport', 'logistical', 'point', 'view', 'complete', 'nightmare', 'rebook', 'another', 'hire', 'car', 'find', 'alternative', 'hotels', 'decided', 'search', 'indirect', 'flights', 'online', 'get', 'us', 'back', 'uk', 'sooner', 'another', 'airline', 'good', 'half', 'hour', 'searching', 'came', 'across', 'indirect', 'gatwick', 'norwegian', 'air', 'went', 'via', 'oslo', 'total', 'journey', 'time', 'hours', 'ideal', 'car', 'heathrow', 'assessing', 'options', 'virtually', 'none', 'guarantees', 'tuesday', 'would', 'also', 'proceeded', 'time', 'checking', 'norwegian', 'air', 'flights', 'time', 'looked', 'promising', 'decided', 'get', 'booked', 'additional', 'expense', 'stayed', 'iceland', 'would', 'also', 'incurred', 'additional', 'cost', 'fight', 'back', 'insurance', 'company', 'priority', 'return', 'home', 'asap', 'important', 'work', 'personal', 'commitments', 'monday', 'return', 'asap', 'eventually', 'flew', 'back', 'fine', 'norwegian', 'air', 'service', 'received', 'far', 'superior', 'boarding', 'process', 'slick', 'flights', 'compared', 'complete', 'shambles', 'norwegian', 'air', 'offered', 'full', 'food', 'trolley', 'service', 'soft', 'drinks', 'teas', 'also', 'range', 'alcoholic', 'drinks', 'compare', 'water', 'snack', 'bar', 'flights', 'time', 'eventually', 'landed', 'gatwick', 'shortly', 'expected', 'arrival', 'time', 'got', 'back', 'late', 'home', 'book', 'hire', 'car', 'gatwick', 'morning', 'contacted', 'cancel', 'alternative', 'tuesday']"
delayed hour due bad weather around jfk however made delayed weather lhr spending extra hour americanba lounge jfk ideal cold environment cold staff indifferent travellers needs one area exceptionally dirty plates tables napkins strewn floor waited drink one serve played game find chipscrisps hidden table dark corner one areas crazy expensive route business class feels like rip across airlines however quality bas business class much improved introduction suites privacy big improvement seat comfort managed good hr sleep overnight redeye food service efficient wanted trick late night aside getting decent rest relatively short highlight attendant unfortunately didnt catch name superb responsive requests made remembered name throughout small valued touch often missing business class attendants good experience round except price reflected value money rating,-0.081,negative,"['delayed', 'hour', 'due', 'bad', 'weather', 'around', 'jfk', 'however', 'made', 'delayed', 'weather', 'lhr', 'spending', 'extra', 'hour', 'americanba', 'lounge', 'jfk', 'ideal', 'cold', 'environment', 'cold', 'staff', 'indifferent', 'travellers', 'needs', 'one', 'area', 'exceptionally', 'dirty', 'plates', 'tables', 'napkins', 'strewn', 'floor', 'waited', 'drink', 'one', 'serve', 'played', 'game', 'find', 'chipscrisps', 'hidden', 'table', 'dark', 'corner', 'one', 'areas', 'crazy', 'expensive', 'route', 'business', 'class', 'feels', 'like', 'rip', 'across', 'airlines', 'however', 'quality', 'bas', 'business', 'class', 'much', 'improved', 'introduction', 'suites', 'privacy', 'big', 'improvement', 'seat', 'comfort', 'managed', 'good', 'hr', 'sleep', 'overnight', 'redeye', 'food', 'service', 'efficient', 'wanted', 'trick', 'late', 'night', 'aside', 'getting', 'decent', 'rest', 'relatively', 'short', 'highlight', 'attendant', 'unfortunately', 'didnt', 'catch', 'name', 'superb', 'responsive', 'requests', 'made', 'remembered', 'name', 'throughout', 'small', 'valued', 'touch', 'often', 'missing', 'business', 'class', 'attendants', 'good', 'experience', 'round', 'except', 'price', 'reflected', 'value', 'money', 'rating']"
full made premium economy feel little less premium expect price however smaller cabin configuration slightly roomier seating made journey relaxing enough catering pretty good inflight service efficient friendly arrived time delays baggage delivery complaints pe served function relatively short hr,0.115416667,positive,"['full', 'made', 'premium', 'economy', 'feel', 'little', 'less', 'premium', 'expect', 'price', 'however', 'smaller', 'cabin', 'configuration', 'slightly', 'roomier', 'seating', 'made', 'journey', 'relaxing', 'enough', 'catering', 'pretty', 'good', 'inflight', 'service', 'efficient', 'friendly', 'arrived', 'time', 'delays', 'baggage', 'delivery', 'complaints', 'pe', 'served', 'function', 'relatively', 'short', 'hr']"
