cleaned_review,sentiment,sentiment_category,tokenized_review
flew business class doha london st march service slow unfriendly even one male cabin crew working business class asked female cabin crew looking area smile ordered waffles breakfast looked like theyd fallen plate thrown back see photo plate waffles served hot moved plate burnt finger wasnt warned ferociously hot shocked bad food presentation didnt feel comfortable saying anything cabin crew wasnt approachable friendly lunch bread roll dry rock hard couldnt cut ends sure food service bad generally food good well presented also wifi wasnt working,0.003921569,positive,"['flew', 'business', 'class', 'doha', 'london', 'st', 'march', 'service', 'slow', 'unfriendly', 'even', 'one', 'male', 'cabin', 'crew', 'working', 'business', 'class', 'asked', 'female', 'cabin', 'crew', 'looking', 'area', 'smile', 'ordered', 'waffles', 'breakfast', 'looked', 'like', 'theyd', 'fallen', 'plate', 'thrown', 'back', 'see', 'photo', 'plate', 'waffles', 'served', 'hot', 'moved', 'plate', 'burnt', 'finger', 'wasnt', 'warned', 'ferociously', 'hot', 'shocked', 'bad', 'food', 'presentation', 'didnt', 'feel', 'comfortable', 'saying', 'anything', 'cabin', 'crew', 'wasnt', 'approachable', 'friendly', 'lunch', 'bread', 'roll', 'dry', 'rock', 'hard', 'couldnt', 'cut', 'ends', 'sure', 'food', 'service', 'bad', 'generally', 'food', 'good', 'well', 'presented', 'also', 'wifi', 'wasnt', 'working']"
starting heathrow terminal check fairly easy fast track security terrible area currently refurbishment two scanning machines fast track area time one use queue long slow moving ive heard mixed things club lounge fairly impressed food options fairly varied tasted really nice nice salads well pie veg drinks always lounges easy lay hands cater wants lounge decent size various seating options wasnt busy time went sunday evening boarding well organised club passengers higher tiers boarded quickly easily amenity kit bottle water bedding waiting seat welcome drinks provided fairly quickly sitting hot towel provided take shortly followed drink nuts regularly said nuts would infinitely better served properly small packet food service board consisted main dinner service served hrs take breakfast meal landing meals genuinely delicious meats tender juicy perfectly cooked drinks provided whenever asked although crew busy serving passengers proactively offer top ups breakfast offered passengers woke meant people ate wanted rather order almost quite like la carte dining crew friendly efficient nice personality coming fairly standard experience entertainment excellent good screen quality responsive touch screen excellent selection use wifi however available aircraft prices reasonable think seat generally comfortable storage compartments convenient spacious enough crew aisle side plane forgot unlock doors people work periodically request crew whilst never complain fully flat bed reverse herringbone layout make footwell bit cramped also means lot comfortable lie one side rather facing away door manage hours sleep though bad overall really lovely absolutely holding decent business class productservice,0.277210884,positive,"['starting', 'heathrow', 'terminal', 'check', 'fairly', 'easy', 'fast', 'track', 'security', 'terrible', 'area', 'currently', 'refurbishment', 'two', 'scanning', 'machines', 'fast', 'track', 'area', 'time', 'one', 'use', 'queue', 'long', 'slow', 'moving', 'ive', 'heard', 'mixed', 'things', 'club', 'lounge', 'fairly', 'impressed', 'food', 'options', 'fairly', 'varied', 'tasted', 'really', 'nice', 'nice', 'salads', 'well', 'pie', 'veg', 'drinks', 'always', 'lounges', 'easy', 'lay', 'hands', 'cater', 'wants', 'lounge', 'decent', 'size', 'various', 'seating', 'options', 'wasnt', 'busy', 'time', 'went', 'sunday', 'evening', 'boarding', 'well', 'organised', 'club', 'passengers', 'higher', 'tiers', 'boarded', 'quickly', 'easily', 'amenity', 'kit', 'bottle', 'water', 'bedding', 'waiting', 'seat', 'welcome', 'drinks', 'provided', 'fairly', 'quickly', 'sitting', 'hot', 'towel', 'provided', 'take', 'shortly', 'followed', 'drink', 'nuts', 'regularly', 'said', 'nuts', 'would', 'infinitely', 'better', 'served', 'properly', 'small', 'packet', 'food', 'service', 'board', 'consisted', 'main', 'dinner', 'service', 'served', 'hrs', 'take', 'breakfast', 'meal', 'landing', 'meals', 'genuinely', 'delicious', 'meats', 'tender', 'juicy', 'perfectly', 'cooked', 'drinks', 'provided', 'whenever', 'asked', 'although', 'crew', 'busy', 'serving', 'passengers', 'proactively', 'offer', 'top', 'ups', 'breakfast', 'offered', 'passengers', 'woke', 'meant', 'people', 'ate', 'wanted', 'rather', 'order', 'almost', 'quite', 'like', 'la', 'carte', 'dining', 'crew', 'friendly', 'efficient', 'nice', 'personality', 'coming', 'fairly', 'standard', 'experience', 'entertainment', 'excellent', 'good', 'screen', 'quality', 'responsive', 'touch', 'screen', 'excellent', 'selection', 'use', 'wifi', 'however', 'available', 'aircraft', 'prices', 'reasonable', 'think', 'seat', 'generally', 'comfortable', 'storage', 'compartments', 'convenient', 'spacious', 'enough', 'crew', 'aisle', 'side', 'plane', 'forgot', 'unlock', 'doors', 'people', 'work', 'periodically', 'request', 'crew', 'whilst', 'never', 'complain', 'fully', 'flat', 'bed', 'reverse', 'herringbone', 'layout', 'make', 'footwell', 'bit', 'cramped', 'also', 'means', 'lot', 'comfortable', 'lie', 'one', 'side', 'rather', 'facing', 'away', 'door', 'manage', 'hours', 'sleep', 'though', 'bad', 'overall', 'really', 'lovely', 'absolutely', 'holding', 'decent', 'business', 'class', 'productservice']"
flown route easyjet regularly twenty years age boarding nice become chaotic wearing l decided pay significant extra amount see better outward heathrow great acceptable l attempted checkin return l discovered booking time l booked l recovering serious illness assumed l must made mistake considerable panic l booked last minute flights considerable cost easyjet boarding usual shambles flying gatwick rather heathrow way get home taxi rather bus fare heathrow arrival home l discovered email confirmation return immediately contacted complain ask financial compensation two weeks since sent two apologies slow response nothing else far elderly friends say find travelling airways stressful travel outside uk help environment seems remarkable airline industry uk deteriorated extent unfortunately jal singapore l used happily many years fly within europe,0.170614035,positive,"['flown', 'route', 'easyjet', 'regularly', 'twenty', 'years', 'age', 'boarding', 'nice', 'become', 'chaotic', 'wearing', 'l', 'decided', 'pay', 'significant', 'extra', 'amount', 'see', 'better', 'outward', 'heathrow', 'great', 'acceptable', 'l', 'attempted', 'checkin', 'return', 'l', 'discovered', 'booking', 'time', 'l', 'booked', 'l', 'recovering', 'serious', 'illness', 'assumed', 'l', 'must', 'made', 'mistake', 'considerable', 'panic', 'l', 'booked', 'last', 'minute', 'flights', 'considerable', 'cost', 'easyjet', 'boarding', 'usual', 'shambles', 'flying', 'gatwick', 'rather', 'heathrow', 'way', 'get', 'home', 'taxi', 'rather', 'bus', 'fare', 'heathrow', 'arrival', 'home', 'l', 'discovered', 'email', 'confirmation', 'return', 'immediately', 'contacted', 'complain', 'ask', 'financial', 'compensation', 'two', 'weeks', 'since', 'sent', 'two', 'apologies', 'slow', 'response', 'nothing', 'else', 'far', 'elderly', 'friends', 'say', 'find', 'travelling', 'airways', 'stressful', 'travel', 'outside', 'uk', 'help', 'environment', 'seems', 'remarkable', 'airline', 'industry', 'uk', 'deteriorated', 'extent', 'unfortunately', 'jal', 'singapore', 'l', 'used', 'happily', 'many', 'years', 'fly', 'within', 'europe']"
last minute business hnd route regularly fly overall good experience new club world offering personally like find plenty room although say little tight arrived lhr plenty time used first class wing eligible due exec club status great see security lane reopen efficient due new need empty bag scanners additionally first class lounge busy usual nice experience boarding gate bus probably least enjoyable part journey uncommon use baffles large number passengers need take scenic journey past gates b gates finally c gates arriving aircraft even passing empty airbridge gates route boarding well organised real announcements started checking peoples bags preboarding announcement confused people thought general boarding started moving forward group opened got front queue group began boarding separate line many people waiting board buss enough room onboard aircraft clean like ife offering new club world unfortunately didnt find crew particularly welcoming engaging know lot passengers long much smiling customer service one point walk galley toilet return crew members talking one particular blocking way looking proceeded continue didnt offer et past eventually inflight manager moved one side pass another occasion went request drink effectively scowled look felt like want disturbing points generally good time arrival hnd,0.12613888,positive,"['last', 'minute', 'business', 'hnd', 'route', 'regularly', 'fly', 'overall', 'good', 'experience', 'new', 'club', 'world', 'offering', 'personally', 'like', 'find', 'plenty', 'room', 'although', 'say', 'little', 'tight', 'arrived', 'lhr', 'plenty', 'time', 'used', 'first', 'class', 'wing', 'eligible', 'due', 'exec', 'club', 'status', 'great', 'see', 'security', 'lane', 'reopen', 'efficient', 'due', 'new', 'need', 'empty', 'bag', 'scanners', 'additionally', 'first', 'class', 'lounge', 'busy', 'usual', 'nice', 'experience', 'boarding', 'gate', 'bus', 'probably', 'least', 'enjoyable', 'part', 'journey', 'uncommon', 'use', 'baffles', 'large', 'number', 'passengers', 'need', 'take', 'scenic', 'journey', 'past', 'gates', 'b', 'gates', 'finally', 'c', 'gates', 'arriving', 'aircraft', 'even', 'passing', 'empty', 'airbridge', 'gates', 'route', 'boarding', 'well', 'organised', 'real', 'announcements', 'started', 'checking', 'peoples', 'bags', 'preboarding', 'announcement', 'confused', 'people', 'thought', 'general', 'boarding', 'started', 'moving', 'forward', 'group', 'opened', 'got', 'front', 'queue', 'group', 'began', 'boarding', 'separate', 'line', 'many', 'people', 'waiting', 'board', 'buss', 'enough', 'room', 'onboard', 'aircraft', 'clean', 'like', 'ife', 'offering', 'new', 'club', 'world', 'unfortunately', 'didnt', 'find', 'crew', 'particularly', 'welcoming', 'engaging', 'know', 'lot', 'passengers', 'long', 'much', 'smiling', 'customer', 'service', 'one', 'point', 'walk', 'galley', 'toilet', 'return', 'crew', 'members', 'talking', 'one', 'particular', 'blocking', 'way', 'looking', 'proceeded', 'continue', 'didnt', 'offer', 'et', 'past', 'eventually', 'inflight', 'manager', 'moved', 'one', 'side', 'pass', 'another', 'occasion', 'went', 'request', 'drink', 'effectively', 'scowled', 'look', 'felt', 'like', 'want', 'disturbing', 'points', 'generally', 'good', 'time', 'arrival', 'hnd']"
overall would say disappointing due status lounge access small side busy aircraft used remote gate boarding well organised group status manage make way onto first bus arrival aircraft plane still prepared wait bus minutes everyone becoming little irritable turns inbound number complex wheelchair passengers needed assistance delayed took long amount time arrive minutes waiting bus finally boarded aircraft captain apologised delay mention crew seat standard euro traveller service okay crew particularly engaging tried order coffee due seatbelt sign result minor turbulence told wouldnt possible crew member reached two rows behind seatbelt sign turned didnt come back ask would still like coffee overall arrived lhr hour late tug move aircraft lisbon wait gate lhr disappointing worst,-0.099479167,negative,"['overall', 'would', 'say', 'disappointing', 'due', 'status', 'lounge', 'access', 'small', 'side', 'busy', 'aircraft', 'used', 'remote', 'gate', 'boarding', 'well', 'organised', 'group', 'status', 'manage', 'make', 'way', 'onto', 'first', 'bus', 'arrival', 'aircraft', 'plane', 'still', 'prepared', 'wait', 'bus', 'minutes', 'everyone', 'becoming', 'little', 'irritable', 'turns', 'inbound', 'number', 'complex', 'wheelchair', 'passengers', 'needed', 'assistance', 'delayed', 'took', 'long', 'amount', 'time', 'arrive', 'minutes', 'waiting', 'bus', 'finally', 'boarded', 'aircraft', 'captain', 'apologised', 'delay', 'mention', 'crew', 'seat', 'standard', 'euro', 'traveller', 'service', 'okay', 'crew', 'particularly', 'engaging', 'tried', 'order', 'coffee', 'due', 'seatbelt', 'sign', 'result', 'minor', 'turbulence', 'told', 'wouldnt', 'possible', 'crew', 'member', 'reached', 'two', 'rows', 'behind', 'seatbelt', 'sign', 'turned', 'didnt', 'come', 'back', 'ask', 'would', 'still', 'like', 'coffee', 'overall', 'arrived', 'lhr', 'hour', 'late', 'tug', 'move', 'aircraft', 'lisbon', 'wait', 'gate', 'lhr', 'disappointing', 'worst']"
lhr delhi business exceptional stylish quirky b gates lounge interesting modern eclectic food plus whispering angel bar food board delicious well presented friendly fun relaxed crew blend deference selfdeprecation familiarity flying years various classes probably best great job,0.485606061,positive,"['lhr', 'delhi', 'business', 'exceptional', 'stylish', 'quirky', 'b', 'gates', 'lounge', 'interesting', 'modern', 'eclectic', 'food', 'plus', 'whispering', 'angel', 'bar', 'food', 'board', 'delicious', 'well', 'presented', 'friendly', 'fun', 'relaxed', 'crew', 'blend', 'deference', 'selfdeprecation', 'familiarity', 'flying', 'years', 'various', 'classes', 'probably', 'best', 'great', 'job']"
efficient smooth start finish cabin crew attentive bubbly clean aircraft mcvities snacks nice touch even coffee bag unexpectedly nice everything praise nothing complain,0.473333333,positive,"['efficient', 'smooth', 'start', 'finish', 'cabin', 'crew', 'attentive', 'bubbly', 'clean', 'aircraft', 'mcvities', 'snacks', 'nice', 'touch', 'even', 'coffee', 'bag', 'unexpectedly', 'nice', 'everything', 'praise', 'nothing', 'complain']"
told take hand luggage onto plane overhead cabins already full put hold aircraft door frustrating hand luggage avoid delays heathrow bags arrive baggage belt mins waiting spend another mins filling forms etc told bags still madrid know time decency inform us waited arrive hours later communication terrible unnecessary experience badly handled many people bags big hand luggage hence cabins full everyone boarded unfair helping informing us fact leave madrid double level incompetence,-0.163636364,negative,"['told', 'take', 'hand', 'luggage', 'onto', 'plane', 'overhead', 'cabins', 'already', 'full', 'put', 'hold', 'aircraft', 'door', 'frustrating', 'hand', 'luggage', 'avoid', 'delays', 'heathrow', 'bags', 'arrive', 'baggage', 'belt', 'mins', 'waiting', 'spend', 'another', 'mins', 'filling', 'forms', 'etc', 'told', 'bags', 'still', 'madrid', 'know', 'time', 'decency', 'inform', 'us', 'waited', 'arrive', 'hours', 'later', 'communication', 'terrible', 'unnecessary', 'experience', 'badly', 'handled', 'many', 'people', 'bags', 'big', 'hand', 'luggage', 'hence', 'cabins', 'full', 'everyone', 'boarded', 'unfair', 'helping', 'informing', 'us', 'fact', 'leave', 'madrid', 'double', 'level', 'incompetence']"
comfortable enough hour delay return leg however leg told put small expensive cabin case hold full done amused see passengers bringing much larger cases cabin stick cabin bag size limit inconvenience comply,0,neutral,"['comfortable', 'enough', 'hour', 'delay', 'return', 'leg', 'however', 'leg', 'told', 'put', 'small', 'expensive', 'cabin', 'case', 'hold', 'full', 'done', 'amused', 'see', 'passengers', 'bringing', 'much', 'larger', 'cases', 'cabin', 'stick', 'cabin', 'bag', 'size', 'limit', 'inconvenience', 'comply']"
really good flying experience travelling young family flights left time even arrived early nearly one flights food generous quite tasty economy class crew coming around waterdrinks throughout flights checked luggage also arrived safely undamaged vce return yul flights crew attentive friendly helpful us children especially gentlemen served us return flights vce yul march th b interior really dated really needs updated compete european counterparts panels squeaking loudly hit turbulence seat covers coming seats tray tables level loose eating ife b worked fine definitely wasnt responsive newer larger screen like ones b thankfully b interior updated one flew clogged sink one lavatories created problems passengers unfortunately nearly flights garbage left seat pockets floors werent quite clean incoming lhr b assigned gate arrived early airport resulted significant delays airport buses get plane also slowed deplaning process would definitely consider flying transatlantic received value service fare paid,0.176365663,positive,"['really', 'good', 'flying', 'experience', 'travelling', 'young', 'family', 'flights', 'left', 'time', 'even', 'arrived', 'early', 'nearly', 'one', 'flights', 'food', 'generous', 'quite', 'tasty', 'economy', 'class', 'crew', 'coming', 'around', 'waterdrinks', 'throughout', 'flights', 'checked', 'luggage', 'also', 'arrived', 'safely', 'undamaged', 'vce', 'return', 'yul', 'flights', 'crew', 'attentive', 'friendly', 'helpful', 'us', 'children', 'especially', 'gentlemen', 'served', 'us', 'return', 'flights', 'vce', 'yul', 'march', 'th', 'b', 'interior', 'really', 'dated', 'really', 'needs', 'updated', 'compete', 'european', 'counterparts', 'panels', 'squeaking', 'loudly', 'hit', 'turbulence', 'seat', 'covers', 'coming', 'seats', 'tray', 'tables', 'level', 'loose', 'eating', 'ife', 'b', 'worked', 'fine', 'definitely', 'wasnt', 'responsive', 'newer', 'larger', 'screen', 'like', 'ones', 'b', 'thankfully', 'b', 'interior', 'updated', 'one', 'flew', 'clogged', 'sink', 'one', 'lavatories', 'created', 'problems', 'passengers', 'unfortunately', 'nearly', 'flights', 'garbage', 'left', 'seat', 'pockets', 'floors', 'werent', 'quite', 'clean', 'incoming', 'lhr', 'b', 'assigned', 'gate', 'arrived', 'early', 'airport', 'resulted', 'significant', 'delays', 'airport', 'buses', 'get', 'plane', 'also', 'slowed', 'deplaning', 'process', 'would', 'definitely', 'consider', 'flying', 'transatlantic', 'received', 'value', 'service', 'fare', 'paid']"
waited hour checkin paphos business checkin staff utterly incompetent crew business class removed ruck sack bins without consent make way another customer luggage coerced luggage feet throughout utterly outrageous last thing would expect business class,-0.45,negative,"['waited', 'hour', 'checkin', 'paphos', 'business', 'checkin', 'staff', 'utterly', 'incompetent', 'crew', 'business', 'class', 'removed', 'ruck', 'sack', 'bins', 'without', 'consent', 'make', 'way', 'another', 'customer', 'luggage', 'coerced', 'luggage', 'feet', 'throughout', 'utterly', 'outrageous', 'last', 'thing', 'would', 'expect', 'business', 'class']"
great experience outset poorly managed bused us parking slot us wait minutes bus plane ready business class business class tired small generally worth ticket price tables dont sit straight arm rests arent secure terrible screens patch first class airlines apparently think long way go,0.008333333,positive,"['great', 'experience', 'outset', 'poorly', 'managed', 'bused', 'us', 'parking', 'slot', 'us', 'wait', 'minutes', 'bus', 'plane', 'ready', 'business', 'class', 'business', 'class', 'tired', 'small', 'generally', 'worth', 'ticket', 'price', 'tables', 'dont', 'sit', 'straight', 'arm', 'rests', 'arent', 'secure', 'terrible', 'screens', 'patch', 'first', 'class', 'airlines', 'apparently', 'think', 'long', 'way', 'go']"
boarding difficult caused vast majority passengers carrying much hand luggage fas friendly seats european flights extremely narrow choice breakfast surprising champagne castelau european flights better quality brand used club intercontinental nothing wrong however pleasant due unpleasant seats waiting time brussels luggage minutes acceptable,0.041025641,positive,"['boarding', 'difficult', 'caused', 'vast', 'majority', 'passengers', 'carrying', 'much', 'hand', 'luggage', 'fas', 'friendly', 'seats', 'european', 'flights', 'extremely', 'narrow', 'choice', 'breakfast', 'surprising', 'champagne', 'castelau', 'european', 'flights', 'better', 'quality', 'brand', 'used', 'club', 'intercontinental', 'nothing', 'wrong', 'however', 'pleasant', 'due', 'unpleasant', 'seats', 'waiting', 'time', 'brussels', 'luggage', 'minutes', 'acceptable']"
boarding started delay minutes everybody could see members team arrive en minutes announced boarding time wait outside nearly minutes hot unfortunately flying barbados london club class underwhelming experience performing great performance international flights anymore lucky new configuration welcome aboard champagne fruit juice glasses filled level one inch far cheaper brand champagne heidsieck monopole ros champagne available wines also poor french wine cognac also available anymore meal sub par steak replaced beef stew fa made clear dessert cheese hours ice available minimal information deck breakfast suitable business class fa friendly others far pleasant experience despite high fares,0.223392622,positive,"['boarding', 'started', 'delay', 'minutes', 'everybody', 'could', 'see', 'members', 'team', 'arrive', 'en', 'minutes', 'announced', 'boarding', 'time', 'wait', 'outside', 'nearly', 'minutes', 'hot', 'unfortunately', 'flying', 'barbados', 'london', 'club', 'class', 'underwhelming', 'experience', 'performing', 'great', 'performance', 'international', 'flights', 'anymore', 'lucky', 'new', 'configuration', 'welcome', 'aboard', 'champagne', 'fruit', 'juice', 'glasses', 'filled', 'level', 'one', 'inch', 'far', 'cheaper', 'brand', 'champagne', 'heidsieck', 'monopole', 'ros', 'champagne', 'available', 'wines', 'also', 'poor', 'french', 'wine', 'cognac', 'also', 'available', 'anymore', 'meal', 'sub', 'par', 'steak', 'replaced', 'beef', 'stew', 'fa', 'made', 'clear', 'dessert', 'cheese', 'hours', 'ice', 'available', 'minimal', 'information', 'deck', 'breakfast', 'suitable', 'business', 'class', 'fa', 'friendly', 'others', 'far', 'pleasant', 'experience', 'despite', 'high', 'fares']"
absolutely horrible customer service never fly left toronto london missed connecting london mumbai book different airline pay costs cancelled return weeks later mumbai toronto without notifying us happened find tried check day stuck mumbai small kids return flights first last time flying,-0.175,negative,"['absolutely', 'horrible', 'customer', 'service', 'never', 'fly', 'left', 'toronto', 'london', 'missed', 'connecting', 'london', 'mumbai', 'book', 'different', 'airline', 'pay', 'costs', 'cancelled', 'return', 'weeks', 'later', 'mumbai', 'toronto', 'without', 'notifying', 'us', 'happened', 'find', 'tried', 'check', 'day', 'stuck', 'mumbai', 'small', 'kids', 'return', 'flights', 'first', 'last', 'time', 'flying']"
used much like onboard crew check staff lacked interest job safety point make eye contact ask security questions counters opened minutes late crew cph wonderful announcements loud many maybe grumpy took less get lhr self service transfer lgw breeze crew pos sector ok aisle seat bumped cabin crew booty continuously hours fault could never relax fully one caribbean crew excelled joined carnival spirit passengers feeling onboard wonder management ever tasted food onboard absolutely tasteless worst saved choosing klm reason chose klm definitely league many aspects need change airports,0.066666667,positive,"['used', 'much', 'like', 'onboard', 'crew', 'check', 'staff', 'lacked', 'interest', 'job', 'safety', 'point', 'make', 'eye', 'contact', 'ask', 'security', 'questions', 'counters', 'opened', 'minutes', 'late', 'crew', 'cph', 'wonderful', 'announcements', 'loud', 'many', 'maybe', 'grumpy', 'took', 'less', 'get', 'lhr', 'self', 'service', 'transfer', 'lgw', 'breeze', 'crew', 'pos', 'sector', 'ok', 'aisle', 'seat', 'bumped', 'cabin', 'crew', 'booty', 'continuously', 'hours', 'fault', 'could', 'never', 'relax', 'fully', 'one', 'caribbean', 'crew', 'excelled', 'joined', 'carnival', 'spirit', 'passengers', 'feeling', 'onboard', 'wonder', 'management', 'ever', 'tasted', 'food', 'onboard', 'absolutely', 'tasteless', 'worst', 'saved', 'choosing', 'klm', 'reason', 'chose', 'klm', 'definitely', 'league', 'many', 'aspects', 'need', 'change', 'airports']"
first even best business class sky cabin long tooth service extremely inattentive lackadaisical waiting hour offered dinner drinks dessert nothing awful value money,0.015,positive,"['first', 'even', 'best', 'business', 'class', 'sky', 'cabin', 'long', 'tooth', 'service', 'extremely', 'inattentive', 'lackadaisical', 'waiting', 'hour', 'offered', 'dinner', 'drinks', 'dessert', 'nothing', 'awful', 'value', 'money']"
worst business class experience ground crew singapore friendly ended switching lounges qf aircraft late hour cabin crew business class unfriendliest crew experienced one smiled welcomed board body checking though wanted anything found seat sat waited someone offer refreshment nobody came stewardess approached passenger sitting infront hed offer refreshment said looked made eye contact looked walked straight past observing passenger crew assist ladies struggling put carry luggage overhead entire staff felt like hated want work disembarking walked past crew one saying goodbye thank passengers food average cocktail ok wine selection average,-0.040384615,negative,"['worst', 'business', 'class', 'experience', 'ground', 'crew', 'singapore', 'friendly', 'ended', 'switching', 'lounges', 'qf', 'aircraft', 'late', 'hour', 'cabin', 'crew', 'business', 'class', 'unfriendliest', 'crew', 'experienced', 'one', 'smiled', 'welcomed', 'board', 'body', 'checking', 'though', 'wanted', 'anything', 'found', 'seat', 'sat', 'waited', 'someone', 'offer', 'refreshment', 'nobody', 'came', 'stewardess', 'approached', 'passenger', 'sitting', 'infront', 'hed', 'offer', 'refreshment', 'said', 'looked', 'made', 'eye', 'contact', 'looked', 'walked', 'straight', 'past', 'observing', 'passenger', 'crew', 'assist', 'ladies', 'struggling', 'put', 'carry', 'luggage', 'overhead', 'entire', 'staff', 'felt', 'like', 'hated', 'want', 'work', 'disembarking', 'walked', 'past', 'crew', 'one', 'saying', 'goodbye', 'thank', 'passengers', 'food', 'average', 'cocktail', 'ok', 'wine', 'selection', 'average']"
quite possibly worst business class ever flown barely rates premium economy shouldnt suggesting offering premium seating regional routes europe routes crammed seats close together experience like flying discount airline buyer beware point upgrading business class ensuring middle seat empty bag board first seats extremely uncomfortable cant really reclined entertainment even app many discount airlines use regional flights upon time used good airline maybe still longhaul truly awful shorthaul fivehour actually short haul might well save money book cheaper airline staff courteous professional issue quality product price,-0.015384615,negative,"['quite', 'possibly', 'worst', 'business', 'class', 'ever', 'flown', 'barely', 'rates', 'premium', 'economy', 'shouldnt', 'suggesting', 'offering', 'premium', 'seating', 'regional', 'routes', 'europe', 'routes', 'crammed', 'seats', 'close', 'together', 'experience', 'like', 'flying', 'discount', 'airline', 'buyer', 'beware', 'point', 'upgrading', 'business', 'class', 'ensuring', 'middle', 'seat', 'empty', 'bag', 'board', 'first', 'seats', 'extremely', 'uncomfortable', 'cant', 'really', 'reclined', 'entertainment', 'even', 'app', 'many', 'discount', 'airlines', 'use', 'regional', 'flights', 'upon', 'time', 'used', 'good', 'airline', 'maybe', 'still', 'longhaul', 'truly', 'awful', 'shorthaul', 'fivehour', 'actually', 'short', 'haul', 'might', 'well', 'save', 'money', 'book', 'cheaper', 'airline', 'staff', 'courteous', 'professional', 'issue', 'quality', 'product', 'price']"
never flying first last flying singapore transit sydney auckland destination firstly hour delay singapore fine received email advance could head slightly later confirmed staff singapore ill make fine connecting since hour delay vs hours transit arrived sydney fine staff decent knew close boarding time rushed checks get international transit ushered downstairs catch shuttle bus queuing long time scanned boarding pass said taken notified prior find transfer desk request rebook connecting rushed quickly could waste time lady qantas rep told needed speak menzies rep matter gave instructions find menzies rep rushed boarding gate asiana speak menzies rep busy boarding passengers waited side passengers board told head another transfer desk rebook connecting disgruntled passengers arrived next available night meant arrived sydney wait close hours get next aussie visa need one per booked flights granted day stay given meal voucher sent hunt good place restsleepnap many cafes restaurants rejected meal voucher way finally got food ultimately rebooked delayed another mins stress anxiety fatigue hassle caused bas poor rebooking system ive filed formal complaint request compensation waiting hear back,0.111538462,positive,"['never', 'flying', 'first', 'last', 'flying', 'singapore', 'transit', 'sydney', 'auckland', 'destination', 'firstly', 'hour', 'delay', 'singapore', 'fine', 'received', 'email', 'advance', 'could', 'head', 'slightly', 'later', 'confirmed', 'staff', 'singapore', 'ill', 'make', 'fine', 'connecting', 'since', 'hour', 'delay', 'vs', 'hours', 'transit', 'arrived', 'sydney', 'fine', 'staff', 'decent', 'knew', 'close', 'boarding', 'time', 'rushed', 'checks', 'get', 'international', 'transit', 'ushered', 'downstairs', 'catch', 'shuttle', 'bus', 'queuing', 'long', 'time', 'scanned', 'boarding', 'pass', 'said', 'taken', 'notified', 'prior', 'find', 'transfer', 'desk', 'request', 'rebook', 'connecting', 'rushed', 'quickly', 'could', 'waste', 'time', 'lady', 'qantas', 'rep', 'told', 'needed', 'speak', 'menzies', 'rep', 'matter', 'gave', 'instructions', 'find', 'menzies', 'rep', 'rushed', 'boarding', 'gate', 'asiana', 'speak', 'menzies', 'rep', 'busy', 'boarding', 'passengers', 'waited', 'side', 'passengers', 'board', 'told', 'head', 'another', 'transfer', 'desk', 'rebook', 'connecting', 'disgruntled', 'passengers', 'arrived', 'next', 'available', 'night', 'meant', 'arrived', 'sydney', 'wait', 'close', 'hours', 'get', 'next', 'aussie', 'visa', 'need', 'one', 'per', 'booked', 'flights', 'granted', 'day', 'stay', 'given', 'meal', 'voucher', 'sent', 'hunt', 'good', 'place', 'restsleepnap', 'many', 'cafes', 'restaurants', 'rejected', 'meal', 'voucher', 'way', 'finally', 'got', 'food', 'ultimately', 'rebooked', 'delayed', 'another', 'mins', 'stress', 'anxiety', 'fatigue', 'hassle', 'caused', 'bas', 'poor', 'rebooking', 'system', 'ive', 'filed', 'formal', 'complaint', 'request', 'compensation', 'waiting', 'hear', 'back']"
